Name,Performance Year,Basic EPS Based On Continuous operations,Basic EPS Based On Including Extra-Ordinary Income,Basic EPS (restated) Based On Continuous operations,Basic EPS (restated) Based On Including Extra-Ordinary Income,Net Asset Value Per Share,Restated Net Asset Value Per Share,Net Profit After Tax Continuous operations (mn),Net Profit After Tax Including Extra-Ordinary Income (mn),% Dividend,% Dividend Yield
SIMTEX INDUSTRIES PLC.,2020,0.56,0,0,0,21,0,44.47,0,5%C,3.42
SINGER BANGLADESH LIMITED,2024,-4.91,0,0,0,25.81,0,-489.35,0,10%C,0.83
SINGER BANGLADESH LIMITED,2023,5.24,0,0,0,34.03,0,522.09,0,35%C,2.3
SINGER BANGLADESH LIMITED,2022,0.73,0,0,0,28.62,0,73.11,0,10%C,0.66
SINGER BANGLADESH LIMITED,2021,5.2,0,0,0,34.06,0,518.47,0,60%C,3.34
SINGER BANGLADESH LIMITED,2020,7.85,0,0,0,32.19,0,782.39,0,30%C,1.71
SINOBANGLA INDUSTRIES LIMITED,2024,1.38,0,0,0,26.12,0,37.72,0,10%C,2.53
SINOBANGLA INDUSTRIES LIMITED,2023,1.73,0,0,0,28.34,0,35.01,0,10%C,1.38
SINOBANGLA INDUSTRIES LIMITED,2022,1.81,0,0,0,27.87,0,36.11,0,"10%C,1%B",1.82
SINOBANGLA INDUSTRIES LIMITED,2021,1.79,0,0,0,26.98,0,35.86,0,10%C,2
SINOBANGLA INDUSTRIES LIMITED,2020,1.31,0,0,0,25.69,0,26.21,0,5%C,1.04
SK TRIMS & INDUSTRIES LTD.,2024,0.54,0,0,0,15.65,0,45.59,0,1.75%C,0.7
SK TRIMS & INDUSTRIES LTD.,2023,0.94,0,0,0,15.57,0,79.75,0,3%C,1.05
SK TRIMS & INDUSTRIES LTD.,2022,0.9,0,0,0,15.24,0,76.33,0,4%C,1.57
SK TRIMS & INDUSTRIES LTD.,2021,1.14,0,0,0,14.1,0,96.41,0,5%C,1.19
SK TRIMS & INDUSTRIES LTD.,2020,1.82,0,0,0,13.8,0,154.15,0,15%C,2.41
SOCIAL ISLAMI BANK PLC.,2023,1.96,0,0,0,20.7,0,2126.06,0,"5%C,5%B",4.2
SOCIAL ISLAMI BANK PLC.,2022,2,0,0,0,20.2,0,2461.49,0,"5%C,5%B",4.07
SOCIAL ISLAMI BANK PLC.,2021,1.78,0,0,0,19.69,0,1750.18,0,"5%C,5%B",3.38
SOCIAL ISLAMI BANK PLC.,2020,1.67,0,0,0,19.29,0,1567.27,0,"5%C,5%B",3.85
SOCIAL ISLAMI BANK PLC.,2019,1.71,0,0,0,19.38,0,1525.68,0,"5%C,5%B",3.62
SONALI LIFE INSURANCE COMPANY LTD.,2022,0,0,0,0,0,0,0,0,20%C,3.36
SONALI LIFE INSURANCE COMPANY LTD.,2021,1.61,0,0,0,30.37,0,76.63,0,15%C,2.37
SONALI LIFE INSURANCE COMPANY LTD.,2020,0,0,0,0,0,0,0,0,10%C,0
SONALI LIFE INSURANCE COMPANY LTD.,2019,0,0,0,0,0,0,0,0,,0
SONALI PAPER & BOARD MILLS LIMITED,2024,3.79,0,0,0,164.73,0,124.8,0,40%C,1.47
SONALI PAPER & BOARD MILLS LIMITED,2023,4.74,0,0,0,164.94,0,156.16,0,40%C,0.65
SONALI PAPER & BOARD MILLS LIMITED,2022,6.03,0,0,0,241.3,0,132.47,0,40%C,0.69
SONALI PAPER & BOARD MILLS LIMITED,2021,4.89,0,0,0,284.33,0,89.47,0,"20%C,20%B",0.72
SONALI PAPER & BOARD MILLS LIMITED,2020,1.61,0,0,0,307.88,0,26.73,0,"5%C,10%B",0
SONAR BANGLA INSURANCE LTD.,2023,0.4,0,0,0,20.62,0,16.65,0,10%C,2.16
SONAR BANGLA INSURANCE LTD.,2022,2.03,0,0,0,21.93,0,81.22,0,"10%C,5%B",2.1
SONAR BANGLA INSURANCE LTD.,2021,2.05,0,0,0,21.1,0,82.25,0,15%C,2.02
SONAR BANGLA INSURANCE LTD.,2020,2.09,0,0,0,19.62,0,83.55,0,15%C,2.4
SONAR BANGLA INSURANCE LTD.,2019,1.99,0,0,0,18.56,0,79.72,0,10%C,2.79
SONARGAON TEXTILES LIMITED,2024,0.27,0,0,0,19.31,0,7.2,0,1%C,0.39
SONARGAON TEXTILES LIMITED,2023,-0.23,0,0,0,19.04,0,-6.21,0,,0
SONARGAON TEXTILES LIMITED,2022,0.33,0,0,0,11.41,0,8.83,0,1%C,0.22
SONARGAON TEXTILES LIMITED,2021,-13.35,0,0,0,11.08,0,-353.33,0,,0
SONARGAON TEXTILES LIMITED,2020,-3.72,0,0,0,24.43,0,-98.56,0,,0
SOUTHEAST BANK PLC.,2023,1.66,0,0,0,24.92,0,2133.71,0,"6%C,4%B",4.48
SOUTHEAST BANK PLC.,2022,1.42,0,0,0,24.87,0,1752.23,0,"6%C,4%B",4.35
SOUTHEAST BANK PLC.,2021,1.5,0,0,0,25.22,0,1784.3,0,"8%C,4%B",5.16
SOUTHEAST BANK PLC.,2020,1.81,0,0,0,24.98,0,2148.97,0,10%C,8
SOUTHEAST BANK PLC.,2019,2.16,0,0,0,26.29,0,2508.56,0,"7.5%C,2.5%B",5.6
SQUARE TEXTILES PLC.,2024,5.89,0,0,0,51.82,0,1161.85,0,32%C,6.99
SQUARE TEXTILES PLC.,2023,5.81,0,0,0,48.93,0,1145.28,0,30%C,4.44
SQUARE TEXTILES PLC.,2022,9.93,0,0,0,46.62,0,1958.56,0,35%C,7.37
SQUARE TEXTILES PLC.,2021,3.41,0,0,0,38.69,0,671.86,0,20%C,4.21
SQUARE TEXTILES PLC.,2020,0.27,0,0,0,36.29,0,53.33,0,10%C,3.45
STANDARD BANK PLC.,2023,1.27,0,0,0,16.93,0,1381.07,0,"2.5%C,2.5%B",2.87
STANDARD BANK PLC.,2022,1.06,0,0,0,16.67,0,1121.8,0,"2.5%C,2.5%B",2.84
STANDARD BANK PLC.,2021,0.77,0,0,0,16.73,0,791.73,0,"3%C,3%B",2.91
STANDARD BANK PLC.,2020,1.08,0,0,0,16.67,0,1082.06,0,"2.5%C,2.5%B",3.01
STANDARD BANK PLC.,2019,1.57,0,0,0,16.96,0,1504.43,0,"5%C,5%B",5.62
STANDARD CERAMIC INDUSTRIES LIMITED,2024,-23.02,0,0,0,-37.84,0,-148.73,0,,0
STANDARD CERAMIC INDUSTRIES LIMITED,2023,-19.03,0,0,0,-14.82,0,-122.97,0,,0
STANDARD CERAMIC INDUSTRIES LIMITED,2022,-2.99,0,0,0,6.66,0,-19.32,0,,0
STANDARD CERAMIC INDUSTRIES LIMITED,2021,0.24,0,0,0,9.72,0,1.52,0,1%C,0.05
STANDARD CERAMIC INDUSTRIES LIMITED,2020,-6.32,0,0,0,9.56,0,-40.82,0,1%C,0.03
STANDARD INSURANCE LIMITED,2024,2.31,0,0,0,21.27,0,100.03,0,10%C,3.39
STANDARD INSURANCE LIMITED,2023,2.11,0,0,0,20.89,0,91.47,0,10%C,1.92
STANDARD INSURANCE LIMITED,2022,2.35,0,0,0,20.77,0,101.73,0,13%C,2.71
STANDARD INSURANCE LIMITED,2021,2.29,0,0,0,19.84,0,99.26,0,13%C,1.71
STANDARD INSURANCE LIMITED,2020,2.07,0,0,0,19.09,0,89.64,0,12.5%C,2.98
SUMMIT ALLIANCE PORT LIMITED,2024,1.75,0,0,0,33.71,0,413.63,0,15%C,5.84
SUMMIT ALLIANCE PORT LIMITED,2023,1.22,0,0,0,33.11,0,289.87,0,12%C,4.15
SUMMIT ALLIANCE PORT LIMITED,2022,1.19,0,0,0,34.34,0,282.08,0,15%C,5.07
SUMMIT ALLIANCE PORT LIMITED,2021,0.79,0,0,0,33.52,0,188.3,0,10%C,3.69
SUMMIT ALLIANCE PORT LIMITED,2020,0.84,0,0,0,33.84,0,195.02,0,"8%C,2%B",4.82
SUMMIT POWER LIMITED,2024,3.13,0,0,0,41.44,0,3347.34,0,10%C,4.72
SUMMIT POWER LIMITED,2023,2.07,0,0,0,38.02,0,2207.19,0,10%C,2.93
SUMMIT POWER LIMITED,2022,3.87,0,0,0,35.72,0,4129.18,0,20%C,5.33
SUMMIT POWER LIMITED,2021,5.25,0,0,0,34.45,0,5605.24,0,35%C,7.94
SUMMIT POWER LIMITED,2020,5.17,0,0,0,31.5,0,5525.4,0,35%C,9.97
SUNLIFE INSURANCE COMPANY LIMITED,2023,0,0,0,0,0,0,0,0,0.50%C,0.09
SUNLIFE INSURANCE COMPANY LIMITED,2022,0,0,0,0,0,0,0,0,,0
SUNLIFE INSURANCE COMPANY LIMITED,2021,0,0,0,0,0,0,0,0,,0
SUNLIFE INSURANCE COMPANY LIMITED,2020,0,0,0,0,0,0,0,0,1%C,0.1
SUNLIFE INSURANCE COMPANY LIMITED,2019,0,0,0,0,0,0,0,0,,0
TAKAFUL ISLAMI INSURANCE PLC,2023,1.47,0,0,0,19.18,0,62.72,0,10%C,2.21
TAKAFUL ISLAMI INSURANCE PLC,2022,1.49,0,0,0,18.94,0,63.35,0,12%C,2.64
TAKAFUL ISLAMI INSURANCE PLC,2021,2.25,0,0,0,19.15,0,95.96,0,11%C,1.97
TAKAFUL ISLAMI INSURANCE PLC,2020,1.65,0,0,0,17.97,0,70.33,0,10%C,2.11
TAKAFUL ISLAMI INSURANCE PLC,2019,1.64,0,0,0,17.23,0,70.01,0,10%C,3.6
TALLU SPINNING MILLS LIMITED,2024,-2.7,0,0,0,16.14,0,-240.77,0,,0
TALLU SPINNING MILLS LIMITED,2023,-2.9,0,0,0,18.83,0,-259.45,0,,0
TALLU SPINNING MILLS LIMITED,2022,-3.02,0,0,0,21.73,0,-269.66,0,,0
TALLU SPINNING MILLS LIMITED,2021,-3.21,0,0,0,24.75,0,-286.79,0,,0
TALLU SPINNING MILLS LIMITED,2019,-1.13,0,0,0,11.97,0,-100.63,0,,0
TAMIJUDDIN TEXTILE MILLS PLC,2024,6.7,0,0,0,96.79,0,201.41,0,21%C,1.75
TAMIJUDDIN TEXTILE MILLS PLC,2023,6.64,0,0,0,90.77,0,199.76,0,20%C,0.96
TAMIJUDDIN TEXTILE MILLS PLC,2022,6.61,0,0,0,87.02,0,198.74,0,30%C,6.74
TAMIJUDDIN TEXTILE MILLS PLC,2021,2.05,0,0,0,82.3,0,61.78,0,20%C,4.49
TAMIJUDDIN TEXTILE MILLS PLC,2020,1.18,0,0,0,80.5,0,35.53,0,10%C,8.55
TAUFIKA FOODS AND LOVELLO ICE-CREAM PLC,2024,1.43,0,0,0,13.37,0,121.77,0,"10%C,10%B",1.12
TAUFIKA FOODS AND LOVELLO ICE-CREAM PLC,2023,1.24,0,0,0,12.94,0,105.26,0,10%C,2.64
TAUFIKA FOODS AND LOVELLO ICE-CREAM PLC,2022,1.43,0,0,0,12.9,0,121.6,0,12%C,2.86
TAUFIKA FOODS AND LOVELLO ICE-CREAM PLC,2021,1.41,0,0,0,12.57,0,95.01,0,11%C,3.93
TAUFIKA FOODS AND LOVELLO ICE-CREAM PLC,2020,1.31,0,0.73,0,12.75,11.78,62.05,0,,0
TECHNO DRUGS LIMITED,2024,2.94,0,0,0,33.5,0,280.6,0,12%C,0
TECHNO DRUGS LIMITED,2023,2.08,0,0,0,27.74,0,195.51,0,,0
THE ACME LABORATORIES LTD.,2024,11.61,0,0,0,118.39,0,2456.18,0,35%C,5.11
THE ACME LABORATORIES LTD.,2023,10.89,0,0,0,110.09,0,2303.59,0,33%C,3.83
THE ACME LABORATORIES LTD.,2022,9.98,0,0,0,102.5,0,2110.89,0,30%C,3.37
THE ACME LABORATORIES LTD.,2021,7.42,0,0,0,95.04,0,1569.23,0,25%C,3.39
THE ACME LABORATORIES LTD.,2020,6.85,0,0,0,90,0,1450.5,0,25%C,3.94
THE DACCA DYEING & MFC. CO. LTD.,2024,-2.58,0,0,0,31.51,0,-225.21,0,,0
THE DACCA DYEING & MFC. CO. LTD.,2023,-0.58,0,0,0,34.08,0,-50.26,0,,0
THE DACCA DYEING & MFC. CO. LTD.,2022,0.14,0,0,0,34.64,0,12.08,0,0.25%C,0.13
THE DACCA DYEING & MFC. CO. LTD.,2021,0.6,0,0,0,34.48,0,52.65,0,2%C,0.97
THE DACCA DYEING & MFC. CO. LTD.,2020,0.13,0,0,0,8.36,0,11.53,0,1%C,2.38
THE IBN SINA PHARMACEUTICALS INDUSTRY PLC,2024,21.46,0,0,0,111.94,0,670.52,0,63%C,2.57
THE IBN SINA PHARMACEUTICALS INDUSTRY PLC,2023,19.38,0,0,0,96.68,0,605.42,0,60%C,2.13
THE IBN SINA PHARMACEUTICALS INDUSTRY PLC,2022,19.39,0,0,0,83.36,0,605.67,0,60%C,2.02
THE IBN SINA PHARMACEUTICALS INDUSTRY PLC,2021,15.66,0,0,0,68.69,0,489.12,0,47%C,1.91
THE IBN SINA PHARMACEUTICALS INDUSTRY PLC,2020,12.56,0,0,0,56.88,0,392.53,0,38.5%C,1.72
THE PENINSULA CHITTAGONG PLC.,2024,-1.04,0,0,0,27.84,0,-123.03,0,,0
THE PENINSULA CHITTAGONG PLC.,2023,-0.34,0,0,0,28.88,0,-40.05,0,,0
THE PENINSULA CHITTAGONG PLC.,2022,0.19,0,0,0,29.47,0,23.13,0,2.5%C,0.83
THE PENINSULA CHITTAGONG PLC.,2021,0.41,0,0,0,30.28,0,48.75,0,10%C,4.76
THE PENINSULA CHITTAGONG PLC.,2020,0.05,0,0,0,30.87,0,6.51,0,10%C,5.85
THE PREMIER BANK PLC.,2023,3.37,0,0,0,22.08,0,4154.77,0,12.5%C,9.47
THE PREMIER BANK PLC.,2022,3.42,0,0,0,21.64,0,3926.1,0,"12.5%C,7.5%B",9.4
THE PREMIER BANK PLC.,2021,3.15,0,0,0,21.44,0,3280.87,0,"12.5%C,10%B",8.39
THE PREMIER BANK PLC.,2020,2.13,0,0,0,21.02,0,2063.64,0,"12.5%C,7.5%B",11.26
THE PREMIER BANK PLC.,2019,3.61,0,0,0,20.29,0,3338.55,0,"5%C,5%B",4
TITAS GAS TRANSMISSION & DISTRIBUTION PLC.,2024,-7.52,0,0,0,98.15,0,-7440.77,0,5%C,2.23
TITAS GAS TRANSMISSION & DISTRIBUTION PLC.,2023,-1.67,0,0,0,71.75,0,-1651.36,0,5%C,1.21
TITAS GAS TRANSMISSION & DISTRIBUTION PLC.,2022,3.21,0,0,0,74.16,0,3180.21,0,10%C,2.34
TITAS GAS TRANSMISSION & DISTRIBUTION PLC.,2021,3.5,0,0,0,72.57,0,3459.75,0,22%C,6.15
TITAS GAS TRANSMISSION & DISTRIBUTION PLC.,2019,4.7,0,0,0,70.08,0,4644.66,0,26%C,6.53
TOSRIFA INDUSTRIES LIMITED,2024,0.73,0,0,0,31.12,0,49.59,0,3.5%C,1.42
TOSRIFA INDUSTRIES LIMITED,2023,1.04,0,0,0,30.74,0,70.8,0,3.5%C,1.26
TOSRIFA INDUSTRIES LIMITED,2022,1.61,0,0,0,30,0,109.3,0,3%C,1.21
TOSRIFA INDUSTRIES LIMITED,2021,0.64,0,0,0,29.35,0,42.78,0,"2.5%C,2.5%B",1.37
TOSRIFA INDUSTRIES LIMITED,2020,-2.87,0,0,0,28.71,0,-190.25,0,,0
TRUST BANK 1ST MUTUAL FUND,2024,-1.96,0,0,0,8.16,0,-593.76,0,,0
TRUST BANK 1ST MUTUAL FUND,2023,-0.1,0,0,0,10.62,0,-29.41,0,5%C,8.77
TRUST BANK 1ST MUTUAL FUND,2022,0.79,0,0,0,11.41,0,238.72,0,7%C,12.07
TRUST BANK 1ST MUTUAL FUND,2021,2.24,0,0,0,11.91,0,679.81,0,9%C,13.04
TRUST BANK 1ST MUTUAL FUND,2020,-1.37,0,0,0,9.29,0,-414.52,0,,0
TRUST BANK PLC.,2023,4.97,0,0,0,27.24,0,4253.29,0,"12%C,8%B",3.8
TRUST BANK PLC.,2022,3.75,0,0,0,25.97,0,2920.66,0,"10%C,10%B",2.87
TRUST BANK PLC.,2021,3.78,0,0,0,26.51,0,2675.44,0,"12.5%C,10%B",3.75
TRUST BANK PLC.,2020,2.8,0,0,0,27.37,0,1802.09,0,"10%C,10%B",2.99
TRUST BANK PLC.,2019,3.32,0,0,0,24.94,0,2036.66,0,"5%C,5%B",1.82
TRUST ISLAMI LIFE INSURANCE LTD.,2023,0,0,0,0,0,0,0,0,5%C,0.91
TUNG HAI KNITTING AND DYEING LTD.,2022,-0.42,0,0,0,-6.18,0,-45.14,0,,0
TUNG HAI KNITTING AND DYEING LTD.,2021,-0.29,0,0,0,-5.76,0,-30.4,0,,0
TUNG HAI KNITTING AND DYEING LTD.,2016,0.58,0,0,0,0,0,56.02,0,-,0
TUNG HAI KNITTING AND DYEING LTD.,2016,1.66,0,0,0,13.24,0,160.9,0,10%B,0
TUNG HAI KNITTING AND DYEING LTD.,2015,1.08,0,0,0,12.66,0,104.88,0,-,0
UNION BANK PLC.,2022,1.57,0,0,0,15.82,0,1513.5,0,5%C,5.38
UNION BANK PLC.,2021,1.56,0,0.88,0,17.91,10.24,872.36,0,"5%C,5%B",0
UNION BANK PLC.,2020,1.77,0,1,0,16.38,13.61,988.42,0,,0
UNION CAPITAL LIMITED,2023,-35.17,0,0,0,-51.03,0,-6069.7,0,,0
UNION CAPITAL LIMITED,2022,-11.95,0,0,0,-15.86,0,-2062.35,0,,0
UNION CAPITAL LIMITED,2021,-8.03,0,0,0,-3.91,0,-1385.59,0,,0
UNION CAPITAL LIMITED,2020,-3.08,0,0,0,4.12,0,-532.37,0,,0
UNION CAPITAL LIMITED,2019,-6.13,0,0,0,7.21,0,-1057.39,0,,0
UNION INSURANCE COMPANY LTD.,2023,1.81,0,0,0,17.47,0,87.61,0,10%C,1.8
UNION INSURANCE COMPANY LTD.,2022,1.77,0,0,0,16.66,0,85.8,0,10%C,2.82
UNION INSURANCE COMPANY LTD.,2021,1.58,0,0,0,15.39,0,46.06,0,5%C,0
UNION INSURANCE COMPANY LTD.,2020,2.14,0,1.28,0,17.39,14.44,62.13,0,,0
UNIQUE HOTEL & RESORTS PLC,2024,5.14,0,0,0,88.75,0,1512.01,0,16%C,2.98
UNIQUE HOTEL & RESORTS PLC,2023,6.42,0,0,0,88.51,0,1890.01,0,20%C,2.77
UNIQUE HOTEL & RESORTS PLC,2022,3.27,0,0,0,84.73,0,964.03,0,15%C,2.38
UNIQUE HOTEL & RESORTS PLC,2021,-0.33,0,0,0,88.03,0,-97.08,0,10%C,2.46
UNIQUE HOTEL & RESORTS PLC,2020,0.95,0,0,0,79.68,0,280.18,0,10%C,2.53
UNITED COMMERCIAL BANK PLC,2023,1.52,0,0,0,28.16,0,2197.67,0,"5%C,5%B",4
UNITED COMMERCIAL BANK PLC,2022,2.35,0,0,0,28.57,0,3298.65,0,"5%C,5%B",3.85
UNITED COMMERCIAL BANK PLC,2021,1.92,0,0,0,29.25,0,2451.71,0,10%B,0
UNITED COMMERCIAL BANK PLC,2020,2.42,0,0,0,29.35,0,2948.85,0,"5%C,5%B",3.55
UNITED COMMERCIAL BANK PLC,2019,2.46,0,0,0,28.77,0,2857.8,0,"5%C,5%B",3.76
UNITED POWER GENERATION & DISTRIBUTION COMPANY LIMITED,2024,14.01,0,0,0,59.23,0,8123.06,0,60%C,4.26
UNITED POWER GENERATION & DISTRIBUTION COMPANY LIMITED,2023,13.83,0,0,0,53.22,0,8019.11,0,80%C,3.42
UNITED POWER GENERATION & DISTRIBUTION COMPANY LIMITED,2022,17.21,0,0,0,56.38,0,9974.41,0,170%C,6.84
UNITED POWER GENERATION & DISTRIBUTION COMPANY LIMITED,2021,18.8,0,0,0,56.18,0,10900.86,0,170%C,6.34
UNITED POWER GENERATION & DISTRIBUTION COMPANY LIMITED,2020,11.26,0,0,0,56.64,0,5935.05,0,"145%C,10%B",6.58
USMANIA GLASS SHEET FACTORY LIMITED,2024,-6.92,0,0,0,70.06,0,-120.56,0,,0
USMANIA GLASS SHEET FACTORY LIMITED,2023,-5.94,0,0,0,76.97,0,-103.37,0,,0
USMANIA GLASS SHEET FACTORY LIMITED,2022,-2.66,0,0,0,83.16,0,-46.3,0,,0
USMANIA GLASS SHEET FACTORY LIMITED,2021,-6.66,0,0,0,85.82,0,-115.92,0,,0
USMANIA GLASS SHEET FACTORY LIMITED,2020,-7.21,0,0,0,92.44,0,-125.47,0,,0
UTTARA BANK PLC.,2024,5.79,0,0,0,32.07,0,4784.34,0,"17.5%C,17.5%B",7.74
UTTARA BANK PLC.,2023,4.32,0,0,0,31.04,0,3172.85,0,"17.5%C,12.5%B",7.74
UTTARA BANK PLC.,2022,4.2,0,0,0,31.79,0,2706.45,0,"14%C,14%B",6.01
UTTARA BANK PLC.,2021,3.93,0,0,0,32.83,0,2219.81,0,"14%C,14%B",5.49
UTTARA BANK PLC.,2020,4.28,0,0,0,34.79,0,2146.57,0,"12.5%C,12.5%B",5.21
UTTARA FINANCE & INVESTMENTS LIMITED,2019,9.45,0,0,0,62.45,0,1183.22,0,"15%C,5%B",2.73
UTTARA FINANCE & INVESTMENTS LIMITED,2018,8.27,0,0,0,55,0,1034.95,0,20%C,3.06
UTTARA FINANCE & INVESTMENTS LIMITED,2017,7.25,0,0,0,49.74,0,907.71,0,30%C,4.13
UTTARA FINANCE & INVESTMENTS LIMITED,2016,6.62,0,0,0,45.49,0,829.37,0,30%C,4.89
UTTARA FINANCE & INVESTMENTS LIMITED,2015,4.41,0,0,0,41.87,0,551.69,0,30%C,4.93
VANGUARD AML BD FINANCE MUTUAL FUND ONE,2024,-1.22,0,0,0,9.65,0,-127.49,0,,0
VANGUARD AML BD FINANCE MUTUAL FUND ONE,2023,0.2,0,0,0,11.08,0,20.82,0,2%C,2.67
VANGUARD AML BD FINANCE MUTUAL FUND ONE,2022,0.51,0,0,0,11.62,0,52.93,0,5%C,6.85
VANGUARD AML BD FINANCE MUTUAL FUND ONE,2021,2.13,0,0,0,14.63,0,222.69,0,15%C,14.42
VANGUARD AML BD FINANCE MUTUAL FUND ONE,2020,0.32,0,0,0,10.53,0,32.95,0,3%C,3.85
VANGUARD AML RUPALI BANK BALANCED FUND,2024,-1.25,0,0,0,8.75,0,-198.43,0,,0
VANGUARD AML RUPALI BANK BALANCED FUND,2023,-0.14,0,0,0,10.08,0,-22.44,0,0.80%C,1.05
VANGUARD AML RUPALI BANK BALANCED FUND,2022,-0.07,0,0,0,10.22,0,-11.78,0,,0
VANGUARD AML RUPALI BANK BALANCED FUND,2021,1.3,0,0,0,11.96,0,205.65,0,10%C,11.9
VANGUARD AML RUPALI BANK BALANCED FUND,2020,1.68,0,0,0,10.16,0,266.19,0,1.6%C,1.47
VFS THREAD DYEING LIMITED,2024,0.33,0,0,0,20.25,0,34.62,0,,0
VFS THREAD DYEING LIMITED,2023,0.7,0,0,0,20.06,0,73.95,0,2%C,0.9
VFS THREAD DYEING LIMITED,2022,1.42,0,0,0,19.36,0,150.31,0,,0
VFS THREAD DYEING LIMITED,2021,1.5,0,0,0,18.7,0,157.89,0,11%C,4.21
VFS THREAD DYEING LIMITED,2020,1.49,0,0,0,17.93,0,152.77,0,"3%C,3%B",1.33
WALTON HI-TECH INDUSTRIES PLC,2024,44.78,0,0,0,379.3,0,13565.26,0,350%C,5.33
WALTON HI-TECH INDUSTRIES PLC,2023,25.84,0,0,0,343.73,0,7826.78,0,300%C,2.87
WALTON HI-TECH INDUSTRIES PLC,2022,40.16,0,0,0,334.68,0,12166.15,0,250%C,2.29
WALTON HI-TECH INDUSTRIES PLC,2021,54.21,0,0,0,311.59,0,16392.04,0,250%C,1.87
WALTON HI-TECH INDUSTRIES PLC,2020,24.21,0,23.98,0,264.48,261.92,7264.49,0,200%C,0
WATA CHEMICALS LIMITED,2024,0.67,0,0,0,61.6,0,9.86,0,12%C,0.9
WATA CHEMICALS LIMITED,2023,3.03,0,0,0,62.51,0,44.99,0,15%C,0.74
WATA CHEMICALS LIMITED,2022,4.05,0,0,0,61.18,0,59.96,0,20%C,0.93
WATA CHEMICALS LIMITED,2021,6.14,0,0,0,60.22,0,90.96,0,30%C,1.08
WATA CHEMICALS LIMITED,2020,8.05,0,0,0,59.02,0,119.32,0,35%C,1.11
WESTERN MARINE SHIPYARD LTD.,2024,0.04,0,0,0,16.49,0,9.51,0,,0
WESTERN MARINE SHIPYARD LTD.,2023,-0.06,0,0,0,18.88,0,-14.59,0,,0
WESTERN MARINE SHIPYARD LTD.,2020,0.86,0,0,0,24.06,0,198.09,0,"0.5%C,2.5%B",0.43
WESTERN MARINE SHIPYARD LTD.,2019,2.75,0,0,0,30.26,0,548.1,0,15%B,0
WESTERN MARINE SHIPYARD LTD.,2018,2.71,0,0,0,33.02,0,451.14,0,20%B,0
YEAKIN POLYMER LIMITED,2021,-0.55,0,0,0,11.12,0,-40.33,0,,0
YEAKIN POLYMER LIMITED,2020,0.01,0,0,0,11.74,0,0.68,0,1%C,0.9
YEAKIN POLYMER LIMITED,2019,0.153,0,0,0,12.32,0,10.72,0,5%B,0
YEAKIN POLYMER LIMITED,2018,0.145,0,0,0,12.53,0,9.88,0,3%B,0
YEAKIN POLYMER LIMITED,2017,0.58,0,0,0,13,0,34.76,0,5%B,0
ZAHEEN SPINNING PLC.,2024,-1.08,0,0,0,3.96,0,-123,0,,0
ZAHEEN SPINNING PLC.,2023,0.13,0,0,0,5.1,0,15.36,0,0.25%C,0.22
ZAHEEN SPINNING PLC.,2022,-1.28,0,0,0,4.97,0,-146.12,0,,0
ZAHEEN SPINNING PLC.,2021,-2.52,0,0,0,6.25,0,-286.95,0,,0
ZAHEEN SPINNING PLC.,2020,-3.39,0,0,0,8.78,0,-385.84,0,,0
ZAHINTEX INDUSTRIES LIMITED,2023,-2.58,0,0,0,10.01,0,-211.02,0,,0
ZAHINTEX INDUSTRIES LIMITED,2022,-3.11,0,0,0,12.59,0,-254.83,0,,0
ZAHINTEX INDUSTRIES LIMITED,2021,-3.01,0,0,0,15.71,0,-246.53,0,,0
ZAHINTEX INDUSTRIES LIMITED,2020,-3.77,0,0,0,18.72,0,-308.35,0,,0
ZAHINTEX INDUSTRIES LIMITED,2019,-2.24,0,0,0,22.49,0,-182.95,0,,0
